srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
59.166.0.2,25244,149.171.126.3,80,tcp,FIN,1.312684,19514,1087890,31,29,2,370,http,118602.7969,6621133.0,366,746,255,255,1289870547,1290852577,53,1458,1,524288,190.482914,107.495363,1424256079,1424256080,3.59554,1.761336,0.000607,0.000485,0.000122,0,0,1.0,, ,1,2,2,3,1,1,2,,0
149.171.126.10,47439,175.45.176.0,53,udp,INT,1E-06,264,0,60,0,0,0,dns,1056000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424259366,1424259366,0.001,0.0,0.0,0.0,0.0,0,0,,, ,19,19,19,19,19,19,19,,0
59.166.0.2,32217,149.171.126.1,25,tcp,FIN,0.321734,37244,3276,31,29,18,8,smtp,908278.25,79444.50781,52,40,255,255,1593112507,3743791761,716,82,0,0,637.140772,21.488715,1424258431,1424258431,6.301941,8.235897,0.001603,0.00053,0.001073,0,0,,, ,1,2,2,5,1,1,1,,0
175.45.176.2,11811,149.171.126.15,25,tcp,FIN,2.982698,8226,1658,254,252,9,8,smtp,21215.69141,4227.04541,26,20,255,255,3872932754,3043718543,316,83,0,0,6641.921435,206.366484,1424252634,1424252637,119.307926,146.672375,0.300978,0.163597,0.137381,0,1,,, ,1,1,2,2,1,1,2,Generic,1
175.45.176.1,47439,149.171.126.14,53,udp,INT,9E-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253145,1424253145,0.009,0.0,0.0,0.0,0.0,0,2,,, ,34,34,19,19,18,18,35,Generic,1
59.166.0.2,10494,149.171.126.8,53,udp,CON,0.001088,146,178,31,29,0,0,dns,536764.6875,654411.75,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424256341,1424256341,0.009,0.007,0.0,0.0,0.0,0,0,,, ,2,2,2,2,1,1,1,,0
59.166.0.7,48814,149.171.126.5,47076,tcp,FIN,0.010926,2334,16102,31,29,7,12,-,1662090.5,11480139.0,36,38,255,255,3470429378,3478489440,65,424,0,0,19.081939,16.818391,1424259400,1424259400,0.303057,0.282432,0.00059,0.000472,0.000118,0,0,,, ,4,4,2,4,1,1,1,,0
175.45.176.1,35438,149.171.126.18,179,tcp,FIN,1.014105,26062,850,254,252,12,4,-,198748.6563,6287.317383,30,16,255,255,919065747,1578597193,869,53,0,0,3089.169259,96.508086,1424257939,1424257940,34.969138,62.471602,0.106679,0.062141,0.044538,0,1,,, ,4,5,1,2,1,1,4,,0
59.166.0.3,17202,149.171.126.7,25,tcp,FIN,1.187683,37360,3172,31,29,18,8,smtp,246813.3438,20806.89844,52,38,255,255,387988705,2606963714,718,83,0,0,2361.098049,81.696992,1424250741,1424250742,23.281177,32.082432,0.000739,0.00063,0.000109,0,0,,, ,1,1,3,1,1,1,1,,0
175.45.176.1,9526,149.171.126.15,111,tcp,FIN,0.830081,564,354,254,252,2,1,-,4895.907715,2987.6604,10,8,255,255,2308696254,3713058734,56,44,0,0,6138.944809,156.921359,1424253162,1424253163,91.137778,110.642859,0.110248,0.055578,0.05467,0,1,,, ,1,1,1,6,1,1,1, Reconnaissance ,1
59.166.0.0,44233,149.171.126.5,5190,tcp,FIN,0.137682,1920,4312,31,29,6,6,-,106506.2891,240147.5781,22,24,255,255,4217050079,4217331046,87,180,0,0,528.336629,501.080252,1424255926,1424255926,6.539905,5.963261,0.000918,0.000519,0.000399,0,0,,, ,4,4,2,1,1,1,1,,0
59.166.0.0,10409,149.171.126.5,22,tcp,FIN,0.100554,3728,5578,31,29,7,7,ssh,287368.0,426755.7813,32,26,255,255,3469744932,3470032639,117,215,0,0,307.164938,9.983242,1424250495,1424250495,3.3518,3.997,0.000609,0.000497,0.000112,0,0,,, ,2,2,4,3,1,1,2,,0
59.166.0.5,7052,149.171.126.5,5190,tcp,FIN,0.003988,1036,2262,31,29,4,4,-,1905717.125,4160481.25,12,12,255,255,928648833,3078525528,86,189,0,0,16.664627,0.375126,1424253075,1424253075,0.328,0.314364,0.000647,0.000529,0.000118,0,0,,, ,2,1,1,1,1,1,1,,0
59.166.0.9,30221,149.171.126.2,25,tcp,FIN,0.931371,37152,3380,31,29,18,8,smtp,312983.7813,28345.31055,52,42,255,255,3554078695,3726681297,714,80,0,0,1640.571284,53.564574,1424255821,1424255822,18.255431,22.704756,0.000653,0.000471,0.000182,0,0,,, ,1,3,4,2,1,1,2,,0
175.45.176.1,1043,149.171.126.14,53,udp,INT,6E-06,114,0,254,0,0,0,dns,76000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424254819,1424254819,0.006,0.0,0.0,0.0,0.0,0,2,,, ,36,36,29,29,29,14,36,Generic,1
59.166.0.5,60892,149.171.126.0,53,udp,CON,0.001025,146,178,31,29,0,0,dns,569756.125,694634.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424250589,1424250589,0.009,0.008,0.0,0.0,0.0,0,0,,, ,1,5,8,3,1,1,1,,0
175.45.176.1,1043,149.171.126.14,53,udp,INT,8E-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424255199,1424255199,0.008,0.0,0.0,0.0,0.0,0,2,,, ,19,19,12,11,11,11,19,Generic,1
175.45.176.0,47439,149.171.126.10,53,udp,INT,3E-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424261548,1424261548,0.003,0.0,0.0,0.0,0.0,0,2,,, ,28,28,13,13,13,13,28,Generic,1
59.166.0.2,47041,149.171.126.5,53,udp,CON,0.001034,132,164,31,29,0,0,dns,510638.3125,634429.4375,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1424252120,1424252120,0.009,0.007,0.0,0.0,0.0,0,0,,, ,1,1,2,2,1,1,1,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,2E-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424255112,1424255112,0.002,0.0,0.0,0.0,0.0,0,0,,, ,29,29,29,29,29,12,29,,0
175.45.176.0,1043,149.171.126.10,53,udp,INT,9E-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259632,1424259632,0.009,0.0,0.0,0.0,0.0,0,2,,, ,32,32,16,16,16,16,32,Generic,1
149.171.126.14,47439,175.45.176.1,53,udp,INT,7E-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424255023,1424255023,0.007,0.0,0.0,0.0,0.0,0,0,,, ,35,35,11,11,11,11,35,,0
59.166.0.4,28646,149.171.126.8,80,tcp,FIN,1.007,1684,10168,31,29,3,5,http,12425.02539,76297.91406,14,18,255,255,1792797086,3939151117,120,565,1,3924,8765.553153,7674.210519,1424261645,1424261646,77.434849,59.207235,0.000595,0.000472,0.000123,0,0,1.0,, ,1,2,4,7,1,1,1,,0
59.166.0.9,49958,149.171.126.8,47903,tcp,FIN,0.014881,2766,28404,31,29,7,16,-,1453665.75,14938243.0,44,46,255,255,506792212,521489889,63,617,0,0,0.0,18.989489,1424254309,1424254309,0.338884,0.319022,0.000645,0.000522,0.000123,0,0,,, ,7,3,1,6,1,1,2,,0
59.166.0.1,13225,149.171.126.6,49502,tcp,FIN,0.006856,424,8824,31,29,1,4,ftp-data,432905.4688,9438740.0,8,12,255,255,2650058195,508385600,53,735,0,0,57.952351,34.392782,1424260587,1424260587,0.935714,0.578182,0.000627,0.000493,0.000134,0,0,,, ,3,4,4,5,1,1,5,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,5E-06,264,0,60,0,0,0,dns,211200000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424251694,1424251694,0.005,0.0,0.0,0.0,0.0,0,0,,, ,35,35,19,19,19,19,35,,0
175.45.176.1,1043,149.171.126.14,53,udp,INT,9E-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424252239,1424252239,0.009,0.0,0.0,0.0,0.0,0,2,,, ,16,16,16,16,16,16,16,Generic,1
175.45.176.2,26020,149.171.126.11,179,tcp,FIN,0.51724,548,268,254,252,2,1,-,7640.553711,3464.542725,10,6,255,255,698312286,3895284557,55,45,0,0,2885.003172,131.397437,1424256755,1424256756,53.989889,93.188203,0.095812,0.051298,0.044514,0,1,,, ,10,9,1,2,1,1,9,,0
175.45.176.1,1043,149.171.126.14,53,udp,INT,8E-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424251924,1424251924,0.008,0.0,0.0,0.0,0.0,0,2,,, ,25,25,7,7,7,7,25,Generic,1
149.171.126.14,47439,175.45.176.1,53,udp,INT,2E-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424254132,1424254132,0.002,0.0,0.0,0.0,0.0,0,0,,, ,19,19,19,19,19,19,19,,0
59.166.0.0,54398,149.171.126.7,64178,udp,CON,0.002619,536,304,31,29,0,0,-,1227949.625,696449.0625,4,4,0,0,0,0,134,76,0,0,1.018235,0.739163,1424250975,1424250975,0.726,0.525667,0.0,0.0,0.0,0,0,,, ,14,6,5,5,1,1,4,,0
10.40.170.2,0,10.40.170.2,0,arp,INT,0.0,46,0,0,0,0,0,-,0.0,0.0,1,0,0,0,0,0,46,0,0,0,15.49203,0.0,1424261111,1424261111,60000.752,0.0,0.0,0.0,0.0,1,2,,, ,2,2,2,2,2,2,2,,0
59.166.0.3,51715,149.171.126.2,16727,tcp,FIN,0.104862,4550,69850,31,29,7,33,-,342698.0313,5262307.0,78,80,255,255,2326358336,177084011,58,873,0,0,79.463485,77.672586,1424251023,1424251023,1.375618,1.320038,0.000685,0.00057,0.000115,0,0,,, ,6,11,5,5,1,1,1,,0
59.166.0.4,58398,149.171.126.9,53,udp,CON,0.001029,130,162,31,29,0,0,dns,505344.9688,629737.5625,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424261105,1424261105,0.009,0.007,0.0,0.0,0.0,0,0,,, ,4,1,5,6,1,1,7,,0
59.166.0.5,37923,149.171.126.0,6881,tcp,FIN,3.570953,7462,301638,31,29,13,109,-,16582.68945,673012.5,124,246,255,255,2368217625,2386501055,60,1226,0,0,7807.352561,5556.353236,1424255805,1424255808,29.029609,14.5732,0.000868,0.000513,0.000355,0,0,,, ,13,6,4,5,3,1,5,,0
59.166.0.4,56486,149.171.126.0,59718,tcp,FIN,0.022989,3182,36282,31,29,7,20,-,1086084.625,12392362.0,52,54,255,255,3039978525,890637715,61,672,0,0,0.0,25.820744,1424258383,1424258383,0.45362,0.432423,0.000615,0.000501,0.000114,0,0,,, ,9,6,2,4,1,1,1,,0
175.45.176.1,47439,149.171.126.14,53,udp,INT,8E-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253750,1424253750,0.008,0.0,0.0,0.0,0.0,0,2,,, ,29,29,18,18,18,18,29,Generic,1
59.166.0.8,50313,149.171.126.0,28939,tcp,FIN,0.042625,3614,48098,31,29,7,24,-,667026.4375,8881736.0,60,62,255,255,2899964445,2933842364,60,776,0,0,46.63688,45.983339,1424257109,1424257109,0.716729,0.690344,0.000619,0.000506,0.000113,0,0,,, ,9,10,7,2,1,1,3,,0
59.166.0.8,6762,149.171.126.7,53,udp,CON,0.001009,146,178,31,29,0,0,dns,578790.875,705649.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424255639,1424255639,0.003,0.007,0.0,0.0,0.0,0,0,,, ,5,4,6,8,2,1,1,,0
175.45.176.1,47439,149.171.126.14,53,udp,INT,8E-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253652,1424253652,0.008,0.0,0.0,0.0,0.0,0,2,,, ,26,26,10,10,10,10,26,Generic,1
149.171.126.14,47439,175.45.176.1,53,udp,INT,7E-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253929,1424253929,0.007,0.0,0.0,0.0,0.0,0,0,,, ,36,36,19,19,19,19,36,,0
175.45.176.1,47439,149.171.126.14,53,udp,INT,8E-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253295,1424253295,0.008,0.0,0.0,0.0,0.0,0,2,,, ,21,21,10,10,10,10,21,Generic,1
59.166.0.3,21549,149.171.126.6,53,udp,CON,0.001081,146,178,31,29,0,0,dns,540240.5625,658649.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424261687,1424261687,0.009,0.007,0.0,0.0,0.0,0,0,,, ,3,1,1,1,1,1,1,,0
59.166.0.2,11236,149.171.126.4,143,tcp,FIN,1.28091,7816,14968,31,29,30,32,-,48415.57813,92746.5625,122,126,255,255,3165103554,3166123122,64,119,0,0,711.180469,697.873598,1424255674,1424255675,10.582281,10.24304,0.000671,0.000524,0.000147,0,0,,, ,7,3,3,1,1,1,1,,0
175.45.176.3,47697,149.171.126.11,111,udp,INT,1.2E-05,168,0,254,0,0,0,-,56000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424251049,1424251049,0.012,0.0,0.0,0.0,0.0,0,2,,, ,2,1,1,2,1,1,1, Reconnaissance ,1
59.166.0.6,58512,149.171.126.6,111,udp,CON,0.004376,568,304,31,29,0,0,-,778793.4375,416819.0313,4,4,0,0,0,0,142,76,0,0,1.66453,1.402429,1424258944,1424258944,1.182,0.996667,0.0,0.0,0.0,0,0,,, ,3,7,7,4,1,1,3,,0
175.45.176.1,1043,149.171.126.14,53,udp,INT,8E-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253304,1424253304,0.008,0.0,0.0,0.0,0.0,0,2,,, ,37,37,21,21,21,11,37,Generic,1
59.166.0.8,58033,149.171.126.6,27160,tcp,FIN,0.406317,5120,3080,31,29,7,7,-,97224.57813,58634.02344,28,30,255,255,1404561688,1493905250,183,103,0,0,867.080822,22.345398,1424251634,1424251634,15.036482,13.992621,0.000664,0.000528,0.000136,0,0,,, ,7,3,2,2,1,1,2,,0
175.45.176.0,1043,149.171.126.10,53,udp,INT,7E-06,114,0,254,0,0,0,dns,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259195,1424259195,0.007,0.0,0.0,0.0,0.0,0,2,,, ,26,26,10,10,10,10,26,Generic,1
175.45.176.0,1043,149.171.126.10,53,udp,INT,8E-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259623,1424259623,0.008,0.0,0.0,0.0,0.0,0,2,,, ,17,17,17,18,17,17,17,Generic,1
59.166.0.6,11950,149.171.126.8,9981,tcp,FIN,0.019507,3078,34222,31,29,7,18,-,1237299.375,13754242.0,50,50,255,255,3938822367,3947159108,62,684,0,0,22.384167,0.539164,1424257407,1424257407,0.391653,0.385429,0.000787,0.000617,0.00017,0,0,,, ,9,4,1,3,1,1,1,,0
59.166.0.0,32252,149.171.126.4,32842,tcp,FIN,0.02193,2958,32374,31,29,7,18,-,1056817.125,11573917.0,48,50,255,255,2395009757,249899586,62,647,0,0,29.387281,27.897166,1424252193,1424252194,0.469826,0.445813,0.000639,0.000522,0.000117,0,0,,, ,7,6,3,4,1,1,1,,0
59.166.0.6,35146,149.171.126.2,5190,tcp,FIN,0.067248,2166,2424,31,29,6,7,-,247799.1875,277301.9063,26,26,255,255,648456055,2794151125,83,93,0,0,289.753324,283.819782,1424254127,1424254127,2.787792,2.66612,0.000711,0.000594,0.000117,0,0,,, ,4,2,3,4,1,1,1,,0
59.166.0.7,7865,149.171.126.1,143,tcp,FIN,2.80709,7800,14988,31,29,30,32,-,22049.88086,42378.40625,122,126,255,255,1979488433,2005699314,64,119,0,0,1579.58778,1556.583756,1424259280,1424259282,23.196232,22.452505,0.000676,0.000522,0.000154,0,0,,, ,1,1,2,1,1,1,1,,0
59.166.0.2,26507,149.171.126.7,5190,tcp,FIN,0.036895,1470,1728,31,29,5,4,-,304431.5,348014.6563,22,14,255,255,2574539405,425301623,67,123,0,0,224.820838,8.910693,1424253908,1424253908,1.756905,2.780769,0.000737,0.000621,0.000116,0,0,,, ,7,2,2,3,1,1,1,,0
59.166.0.3,6517,149.171.126.8,18741,tcp,FIN,0.00281,320,1906,31,29,1,2,ftp-data,760142.375,4748754.5,6,8,255,255,3038286851,3041974282,53,238,0,0,27.387768,0.527484,1424252910,1424252910,0.4986,0.326429,0.000657,0.000519,0.000138,0,0,,, ,3,3,4,8,1,1,4,,0
175.45.176.0,9810,149.171.126.14,445,tcp,FIN,2.805197,3902,26368,62,252,10,17,-,10757.17676,73221.24219,30,38,255,255,3428858268,526381571,130,694,0,0,4857.557067,5047.451157,1424259354,1424259356,96.700344,74.015488,0.158592,0.066621,0.091971,0,1,,, ,4,1,2,2,1,1,2,Generic,1
59.166.0.0,22415,149.171.126.5,53,udp,CON,0.001075,146,178,31,29,0,0,dns,543255.8125,662325.5625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424250216,1424250216,0.009,0.007,0.0,0.0,0.0,0,0,,, ,2,1,2,1,1,1,1,,0
59.166.0.2,61150,149.171.126.3,5190,tcp,FIN,0.005718,1920,4312,31,29,6,6,-,2564533.25,5782441.5,22,24,255,255,725536862,2875425274,87,180,0,0,15.915006,12.716777,1424250752,1424250752,0.256143,0.223522,0.000691,0.000569,0.000122,0,0,,, ,10,5,2,2,1,1,3,,0
59.166.0.1,57142,149.171.126.0,53,udp,CON,0.001177,130,162,31,29,0,0,dns,441801.1875,550552.25,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424251961,1424251961,0.009,0.008,0.0,0.0,0.0,0,0,,, ,5,4,2,5,3,1,2,,0
59.166.0.0,60366,149.171.126.0,25,tcp,FIN,0.514984,37366,3276,31,29,18,8,smtp,569307.0,49632.60938,52,40,255,255,3462811978,3601105740,719,82,0,0,901.538026,30.266623,1424254078,1424254079,10.090921,13.19218,0.000603,0.000488,0.000115,0,0,,, ,1,1,2,3,1,1,2,,0
59.166.0.3,53016,149.171.126.0,24540,udp,CON,0.022332,536,304,31,29,0,0,-,144008.5938,81676.51563,4,4,0,0,0,0,134,76,0,0,2.926952,9.984348,1424252144,1424252144,2.076667,7.067,0.0,0.0,0.0,0,0,,, ,11,3,2,5,1,1,1,,0
175.45.176.0,34158,149.171.126.12,6667,tcp,FIN,0.388924,364,2090,62,252,1,2,-,6561.693359,37621.74609,8,8,255,255,2144996815,2326328874,46,261,0,0,2876.273253,61.160703,1424251800,1424251801,55.560571,44.953145,0.139106,0.072582,0.066524,0,1,,, ,1,4,2,1,1,1,1,Exploits,1
59.166.0.2,56083,149.171.126.9,80,tcp,FIN,1.175064,1684,10168,31,29,3,5,http,10647.93066,65385.375,14,18,255,255,1607426171,1608883722,120,565,1,3924,8891.945814,7785.111811,1424258280,1424258282,90.364695,69.090412,0.000643,0.000518,0.000125,0,0,1.0,, ,2,2,8,1,1,1,1,,0
59.166.0.8,1608,149.171.126.6,6881,tcp,FIN,0.017927,1540,1644,31,29,4,4,-,644391.125,693032.875,16,18,255,255,2169372931,2173812671,96,91,0,0,70.973222,2.160765,1424254788,1424254788,1.173533,1.025529,0.000615,0.000492,0.000123,0,0,,, ,7,7,9,9,7,1,8,,0
59.166.0.9,61949,149.171.126.6,53,udp,CON,0.001053,146,178,31,29,0,0,dns,554605.875,676163.375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424252387,1424252387,0.009,0.007,0.0,0.0,0.0,0,0,,, ,1,1,3,1,1,1,2,,0
59.166.0.3,6253,149.171.126.9,48128,tcp,FIN,0.069945,4342,61690,31,29,7,30,-,489985.0,6957924.0,74,72,255,255,1074303508,1116077226,59,857,0,0,71.061069,2.024642,1424252671,1424252671,0.953625,0.977141,0.00071,0.000567,0.000143,0,0,,, ,17,8,3,5,1,1,1,,0
59.166.0.0,22185,149.171.126.0,60324,tcp,FIN,0.012298,2334,17466,31,29,7,12,-,1476662.875,11063262.0,36,38,255,255,1471105478,1471388760,65,460,0,0,22.818012,19.645093,1424255256,1424255256,0.361939,0.327306,0.000623,0.000507,0.000116,0,0,,, ,6,2,1,7,1,1,1,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,9E-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424254594,1424254594,0.009,0.0,0.0,0.0,0.0,0,0,,, ,34,34,19,19,19,19,34,,0
59.166.0.7,20117,149.171.126.8,30639,tcp,FIN,0.008941,424,8824,31,29,1,4,ftp-data,331953.9063,7237669.0,8,12,255,255,593643795,2750042469,53,735,0,0,89.596239,51.030124,1424250336,1424250336,1.233,0.771182,0.000569,0.000454,0.000115,0,0,,, ,3,3,12,5,1,1,4,,0
175.45.176.0,0,149.171.126.13,0,ospf,REQ,58.411156,13600,0,254,0,0,0,-,1825.404785,0.0,50,0,0,0,0,0,272,0,0,0,1452.22875,0.0,1424254403,1424254461,1242.1865,0.0,0.0,0.0,0.0,0,6,,, ,1,1,1,2,1,1,1,DoS,1
175.45.176.3,65289,149.171.126.19,25910,udp,INT,4E-06,298,0,254,0,0,0,-,298000000.0,0.0,2,0,0,0,0,0,149,0,0,0,0.0,0.0,1424250495,1424250495,0.004,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1, Shellcode ,1
59.166.0.2,54740,149.171.126.9,23518,tcp,FIN,0.018051,2766,28558,31,29,7,16,-,1198382.375,12381807.0,44,46,255,255,1816649270,1816971709,63,621,0,0,24.573437,22.97315,1424261395,1424261395,0.42219,0.3866,0.000786,0.000646,0.00014,0,0,,, ,6,4,2,2,1,1,2,,0
59.166.0.8,43514,149.171.126.6,11513,tcp,FIN,0.046301,320,1818,31,29,1,2,ftp-data,46132.91406,274896.875,6,8,255,255,1447792728,1459805579,53,227,0,0,640.936305,15.708329,1424260002,1424260002,9.1966,6.538714,0.00065,0.000527,0.000123,0,0,,, ,3,3,5,4,1,1,5,,0
59.166.0.1,12447,149.171.126.4,51143,udp,CON,0.001721,528,304,31,29,0,0,-,1840790.25,1059849.0,4,4,0,0,0,0,132,76,0,0,0.628383,0.281904,1424257334,1424257334,0.449333,0.204333,0.0,0.0,0.0,0,0,,, ,9,12,6,5,1,1,3,,0
175.45.176.0,47439,149.171.126.10,53,udp,INT,8E-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424261223,1424261223,0.008,0.0,0.0,0.0,0.0,0,2,,, ,22,22,16,16,16,16,22,Generic,1
59.166.0.0,30770,149.171.126.4,46967,tcp,FIN,0.004444,8928,320,31,29,4,1,ftp-data,14925293.0,480648.0938,14,6,255,255,1097069327,1108352360,638,53,0,0,17.312296,1.241237,1424257653,1424257653,0.341846,0.7728,0.00058,0.000458,0.000122,0,0,,, ,5,2,3,3,1,1,3,,0
59.166.0.3,46358,149.171.126.5,1152,tcp,FIN,0.400268,4968,3080,31,29,7,7,-,95755.84375,59520.125,28,30,255,255,871564232,3132745045,177,103,0,0,839.201395,21.471492,1424254260,1424254260,14.812111,13.783034,0.00068,0.000557,0.000123,0,0,,, ,9,12,5,6,1,1,7,,0
59.166.0.8,50670,149.171.126.9,29196,tcp,FIN,0.046891,3614,45422,31,29,7,24,-,606342.375,7624491.0,60,62,255,255,478311316,504972080,60,733,0,0,0.0,50.382333,1424259019,1424259019,0.817316,0.751115,0.001202,0.00107,0.000132,0,0,,, ,2,1,1,2,1,1,1,,0
59.166.0.3,57887,149.171.126.2,143,tcp,FIN,0.03163,7808,15110,31,29,30,32,-,1958647.0,3791590.5,122,126,255,255,380266530,2526649994,64,120,0,0,17.437551,14.535661,1424257258,1424257258,0.274474,0.249408,0.000563,0.000451,0.000112,0,0,,, ,8,6,4,3,1,1,4,,0
59.166.0.7,17838,149.171.126.2,80,tcp,FIN,1.005775,1580,10168,31,29,3,5,http,11525.44043,76390.84375,12,18,255,255,3725573890,1581254392,132,565,1,3924,9530.112572,7673.926175,1424251770,1424251771,91.402912,59.130824,0.000714,0.000546,0.000168,0,0,1.0,, ,1,1,4,1,1,1,1,,0
59.166.0.4,5756,149.171.126.6,53,udp,CON,0.001062,146,178,31,29,0,0,dns,549905.8125,670433.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424253419,1424253419,0.007,0.009,0.0,0.0,0.0,0,0,,, ,2,2,6,3,2,1,1,,0
149.171.126.10,47439,175.45.176.0,53,udp,INT,8E-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424259268,1424259268,0.008,0.0,0.0,0.0,0.0,0,0,,, ,19,19,14,14,14,14,19,,0
175.45.176.1,47439,149.171.126.14,53,udp,INT,1E-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424252037,1424252037,0.01,0.0,0.0,0.0,0.0,0,2,,, ,34,34,15,16,15,15,34,Generic,1
59.166.0.5,61932,149.171.126.0,21,tcp,FIN,0.027464,2934,3742,31,29,11,15,ftp,838333.8125,1069909.625,52,54,255,255,846157759,847174714,56,69,0,0,45.187477,1.08021,1424250340,1424250340,0.554245,0.508698,0.00064,0.000498,0.000142,0,0,,1.0,1,1,1,6,8,1,1,4,,0
59.166.0.2,34586,149.171.126.4,21,tcp,FIN,0.897768,2934,3742,31,29,11,15,ftp,25645.82422,32730.05859,52,54,255,255,1359951024,3506888033,56,69,0,0,1485.612139,54.803379,1424260474,1424260475,17.597098,16.93002,0.000603,0.000474,0.000129,0,0,,1.0,1,1,1,5,2,1,1,4,,0
59.166.0.1,61472,149.171.126.8,5190,tcp,FIN,0.005241,2158,1918,31,29,6,5,-,3158175.75,2782675.0,24,20,255,255,2171227936,21940601,90,96,0,0,14.644891,14.072458,1424260844,1424260844,0.249571,0.240263,0.00067,0.000546,0.000124,0,0,,, ,5,2,3,3,1,1,1,,0
59.166.0.7,22532,149.171.126.5,1791,tcp,FIN,0.066735,3182,38766,31,29,7,20,-,374136.5,4561205.0,52,54,255,255,1344229900,1389593044,61,718,0,0,98.075946,95.11409,1424250467,1424250467,1.302157,1.248755,0.000663,0.000548,0.000115,0,0,,, ,5,9,2,2,1,1,1,,0
59.166.0.1,13812,149.171.126.9,41344,tcp,FIN,0.015896,2646,25684,31,29,7,15,-,1299949.625,12632612.0,42,44,255,255,1529622420,3683704739,63,584,0,0,23.281913,22.488005,1424260403,1424260403,0.380171,0.356744,0.000659,0.000547,0.000112,0,0,,, ,4,3,2,2,1,1,1,,0
59.166.0.4,48244,149.171.126.8,80,tcp,FIN,0.003923,1038,820,31,29,2,2,http,1853683.5,1504970.75,8,10,255,255,3069577710,920947963,130,82,1,81,32.374533,0.673673,1424255011,1424255011,0.508,0.377,0.000666,0.000527,0.000139,0,0,1.0,, ,1,2,4,8,1,1,1,,0
